pmid,label,label_name,title_len,abstract_len,n_sentences,avg_sentence_len,n_authors,n_affiliations,n_grants,n_references,is_english,year,n_exaggeration,n_certainty,n_hedge,n_stats,digits_per_1000,single_author,design_meta,design_rct,design_case_report,design_cohort,design_basic,design_review
36065264,1,flipped,86,1953,17,114.9,3,2,0,25,1,2022,2,0,3,0,5.1,0,0,0,0,0,0,0
36065262,1,flipped,83,1538,12,128.2,2,1,0,49,1,2022,1,0,2,1,20.2,0,0,0,0,0,0,0
36065224,1,flipped,197,2636,13,202.8,2,1,0,26,1,2022,0,0,0,2,17.5,0,0,0,0,0,0,0
36065223,1,flipped,162,1584,10,158.4,2,1,0,26,1,2022,0,1,3,2,21.5,0,0,0,0,0,0,0
36065172,1,flipped,90,892,5,178.4,1,1,0,24,1,2022,2,0,0,0,0.0,1,0,0,0,0,0,0
36065171,1,flipped,108,2341,16,146.3,1,1,0,26,1,2022,1,0,0,0,4.3,1,0,0,0,0,0,0
36065170,1,flipped,96,1172,7,167.4,1,1,0,23,1,2022,1,1,1,0,0.0,1,0,0,0,0,0,0
36065169,1,flipped,114,912,4,228.0,1,1,0,24,1,2022,1,1,0,0,0.0,1,0,0,0,0,0,0
36065168,1,flipped,132,1647,14,117.6,1,1,0,21,1,2022,0,0,0,0,3.0,1,0,0,0,0,0,0
38533238,1,flipped,75,1390,29,47.9,12,4,0,31,1,2022,0,0,0,0,23.7,0,0,0,0,0,1,0
36064424,1,flipped,148,1363,6,227.2,12,7,1,91,1,2022,0,0,4,0,2.2,0,0,0,0,0,1,0
36062197,1,flipped,167,2685,21,127.9,8,4,0,37,1,2022,0,1,7,2,11.9,0,0,0,0,0,1,0
36062192,1,flipped,166,1865,13,143.5,9,5,0,39,1,2022,0,1,2,0,53.6,0,0,0,0,0,1,0
36062187,1,flipped,133,2873,29,99.1,7,4,0,56,1,2022,0,1,7,0,49.4,0,0,0,0,0,1,0
36062175,1,flipped,120,1508,16,94.2,4,1,0,26,1,2022,0,0,0,1,25.9,0,0,0,0,0,0,0
36062173,1,flipped,138,1838,17,108.1,5,2,0,20,1,2022,0,1,0,0,54.4,0,0,0,0,1,0,0
36062170,1,flipped,95,2382,11,216.5,5,3,0,27,1,2022,0,0,0,4,23.1,0,0,0,0,0,0,0
36061357,1,flipped,162,2154,18,119.7,5,1,0,53,1,2022,5,0,1,1,14.9,0,0,0,0,0,0,0
36061354,1,flipped,103,2185,16,136.6,4,2,0,27,1,2022,0,2,1,2,20.1,0,0,0,0,0,0,0
36061350,1,flipped,79,1383,14,98.8,4,1,0,28,1,2022,0,0,1,7,25.3,0,0,0,0,0,1,0
36060926,1,flipped,148,1534,11,139.5,6,2,0,30,1,2022,0,0,0,3,13.0,0,0,0,0,1,0,0
36060890,1,flipped,109,1479,6,246.5,1,1,0,20,1,2022,1,0,0,0,0.0,1,0,0,0,0,0,0
36060888,1,flipped,75,2039,13,156.8,2,2,0,21,1,2022,0,1,0,0,0.0,0,0,0,0,0,0,0
36060887,1,flipped,99,1088,8,136.0,1,1,0,27,1,2022,0,1,0,0,11.9,1,0,0,0,0,0,0
36060885,1,flipped,95,1277,8,159.6,1,1,0,24,1,2022,0,0,1,0,3.9,1,0,0,0,0,0,0
36060883,1,flipped,114,1667,4,416.8,1,1,0,34,1,2022,0,2,0,1,2.4,1,0,0,0,0,0,0
36060882,1,flipped,156,2696,8,337.0,3,1,0,20,1,2022,0,1,0,0,0.0,0,0,0,1,0,0,0
36060881,1,flipped,158,1135,8,141.9,2,2,0,22,1,2022,1,0,0,0,8.8,0,0,0,0,0,0,0
36060877,1,flipped,112,1568,12,130.7,3,3,0,40,1,2022,0,0,0,0,13.4,0,0,0,0,0,0,0
36060876,1,flipped,102,1376,7,196.6,2,2,0,19,1,2022,0,0,0,0,0.0,0,0,0,0,0,0,0
36060875,1,flipped,130,1179,11,107.2,1,1,0,21,1,2022,0,1,0,0,24.6,1,0,0,0,0,0,0
36060872,1,flipped,195,1337,5,267.4,7,8,0,13,1,2022,1,1,0,0,0.0,0,0,0,0,0,0,0
36060871,1,flipped,135,1063,2,531.5,4,1,0,52,1,2022,0,1,0,0,2.8,0,0,0,0,0,0,0
36060869,1,flipped,94,1155,6,192.5,3,3,0,21,1,2022,0,0,0,0,1.7,0,0,0,0,0,0,0
36060868,1,flipped,129,2532,7,361.7,2,1,0,19,1,2022,0,0,0,0,0.0,0,0,0,0,0,0,0
36060867,1,flipped,98,871,5,174.2,2,2,0,12,1,2022,0,3,0,0,1.1,0,0,0,0,0,0,0
36060669,1,flipped,164,2190,15,146.0,4,4,0,19,1,2022,0,0,1,5,11.0,0,0,0,0,0,0,0
36060668,1,flipped,161,2521,49,51.4,3,1,0,22,1,2022,0,1,0,4,57.1,0,0,0,0,0,0,0
36060667,1,flipped,74,2104,16,131.5,4,2,0,39,1,2022,1,0,1,3,11.9,0,0,0,0,0,0,0
36060666,1,flipped,202,1827,9,203.0,10,4,0,33,1,2022,0,4,0,9,4.9,0,0,0,0,1,0,0
36060664,1,flipped,96,1836,12,153.0,3,3,0,18,1,2022,0,0,1,6,10.9,0,0,0,0,0,0,0
36060662,1,flipped,120,1915,36,53.2,3,3,0,33,1,2022,0,4,1,0,44.9,0,1,0,0,0,0,0
36060659,1,flipped,112,1861,13,143.2,7,3,0,36,1,2022,0,0,3,0,34.4,0,0,0,0,0,0,0
36060658,1,flipped,107,1837,15,122.5,1,1,0,31,1,2022,0,1,0,5,12.0,1,1,0,0,0,0,0
36060654,1,flipped,193,2311,19,121.6,2,1,0,59,1,2022,0,2,1,10,13.0,0,0,0,0,1,0,0
36060653,1,flipped,84,803,7,114.7,1,1,0,31,1,2022,0,0,1,0,0.0,1,0,0,0,0,0,1
36060652,1,flipped,85,1793,35,51.2,4,1,0,38,1,2022,0,1,1,7,80.9,0,1,1,0,0,0,1
36060648,1,flipped,116,2191,17,128.9,3,2,0,26,1,2022,1,0,6,2,10.5,0,0,0,0,0,1,0
36060560,1,flipped,75,1424,8,178.0,3,1,0,82,1,2022,0,0,2,0,1.4,0,0,0,0,1,0,0
36060559,1,flipped,69,1588,12,132.3,1,1,0,18,1,2022,1,1,0,0,1.3,1,0,0,0,0,0,0
36060558,1,flipped,58,1966,16,122.9,2,1,0,24,1,2022,0,1,1,0,29.0,0,0,0,0,0,0,0
36060557,1,flipped,102,901,5,180.2,2,1,0,55,1,2022,0,0,0,0,0.0,0,0,0,0,0,0,1
36060535,1,flipped,109,1371,9,152.3,5,3,0,20,1,2022,1,1,0,1,3.6,0,0,0,0,0,0,0
36060534,1,flipped,104,1087,7,155.3,3,1,0,20,1,2022,0,4,0,0,0.9,0,0,0,0,0,0,0
36060531,1,flipped,89,818,7,116.9,1,1,0,20,1,2022,0,3,0,0,2.4,1,0,0,0,0,0,0
36060150,1,flipped,117,2061,13,158.5,5,1,0,37,1,2022,0,0,0,0,8.7,0,0,0,0,1,0,0
36060149,1,flipped,139,1293,10,129.3,2,1,0,25,1,2022,1,0,4,0,48.0,0,0,0,0,0,1,0
36060148,1,flipped,173,1780,15,118.7,9,4,0,42,1,2022,0,1,2,0,6.7,0,0,0,0,0,0,0
36060146,1,flipped,88,1972,12,164.3,3,3,0,40,1,2022,0,1,0,4,13.2,0,0,0,0,0,0,0
36060145,1,flipped,107,1991,19,104.8,9,4,0,40,1,2022,0,1,1,0,13.6,0,0,1,0,0,1,0
36060138,1,flipped,103,1460,6,243.3,2,1,0,25,1,2022,0,0,2,0,16.4,0,0,0,0,0,0,0
36060130,1,flipped,125,1623,13,124.8,8,5,0,67,1,2022,0,3,0,0,12.3,0,0,0,0,0,1,0
36060126,1,flipped,141,2202,17,129.5,12,3,0,49,1,2022,1,3,1,2,12.3,0,0,0,0,0,1,0
36060124,1,flipped,101,1755,10,175.5,2,1,0,28,1,2022,0,0,0,0,38.2,0,0,0,0,0,0,0
36059744,1,flipped,94,1773,8,221.6,5,6,0,78,1,2022,0,0,1,3,4.5,0,0,0,0,0,0,0
36059563,1,flipped,79,1716,14,122.6,3,3,0,22,1,2022,1,0,0,4,18.6,0,0,0,0,0,0,0
36059562,1,flipped,92,1849,21,88.0,2,2,0,17,1,2022,0,1,0,4,28.1,0,0,0,0,0,0,0
36059560,1,flipped,91,1399,9,155.4,2,1,0,22,1,2022,0,3,1,0,4.3,0,0,0,0,1,0,0
36059558,1,flipped,102,1448,25,57.9,5,2,0,16,1,2022,0,0,0,3,43.5,0,0,0,0,1,0,0
36059557,1,flipped,72,1075,6,179.2,3,1,0,20,1,2022,1,3,0,0,0.0,0,0,0,0,0,0,0
36059420,1,flipped,150,1616,14,115.4,4,1,0,23,1,2022,0,0,0,6,26.0,0,0,0,0,1,0,0
36059410,1,flipped,126,1699,13,130.7,3,3,0,39,1,2022,0,1,1,6,18.8,0,0,0,0,0,0,0
36059400,1,flipped,58,1182,10,118.2,1,1,0,25,1,2022,0,2,1,0,9.3,1,0,0,0,0,0,0
36059388,1,flipped,139,1600,11,145.5,1,1,0,25,1,2022,0,2,0,1,4.4,1,0,0,0,0,0,0
36058332,1,flipped,178,2224,39,57.0,11,10,0,0,1,2022,1,0,2,0,57.1,0,0,0,0,0,0,0
36057185,1,flipped,88,441,11,40.1,7,5,0,0,1,2022,0,0,0,0,63.5,0,0,0,0,0,0,0
36056859,1,flipped,154,2078,21,99.0,15,8,0,0,1,2022,1,1,1,2,3.8,0,0,0,0,0,0,0
36055844,1,flipped,116,1554,13,119.5,5,5,0,0,1,2022,0,1,2,3,18.0,0,0,0,0,0,0,0
36055112,1,flipped,101,1339,8,167.4,6,3,0,0,1,2022,2,2,2,0,1.5,0,0,0,0,0,1,1
36052423,1,flipped,120,1382,21,65.8,4,2,0,0,1,2022,0,0,0,1,21.7,0,1,0,0,0,0,1
36052351,1,flipped,126,905,4,226.2,1,1,0,23,1,2022,2,0,0,0,0.0,1,0,0,0,0,0,0
36052350,1,flipped,127,1810,9,201.1,4,3,0,65,1,2022,1,0,0,0,0.0,0,0,0,0,0,0,0
36052349,1,flipped,98,1135,6,189.2,1,1,0,19,1,2022,0,2,0,1,3.5,1,0,0,0,0,0,0
36052348,1,flipped,85,2483,16,155.2,1,1,0,20,1,2022,0,1,0,3,12.1,1,0,0,0,0,0,0
36052249,1,flipped,113,1938,20,96.9,8,4,0,38,1,2022,7,0,0,2,22.7,0,0,0,0,0,1,0
36052218,1,flipped,165,2048,20,102.4,2,1,0,25,1,2022,0,0,0,6,25.9,0,0,0,0,0,0,0
36052146,1,flipped,159,2510,28,89.6,5,3,0,36,1,2022,0,1,3,0,7.2,0,0,0,0,0,0,0
36052056,1,flipped,112,1216,5,243.2,3,5,0,25,1,2022,0,5,0,0,0.0,0,0,0,0,0,0,0
36052050,1,flipped,86,2027,10,202.7,4,3,0,25,1,2022,1,4,1,0,5.4,0,0,0,0,0,0,0
36052045,1,flipped,94,2091,23,90.9,2,1,0,26,1,2022,1,0,0,0,8.6,0,0,0,0,0,0,0
36052044,1,flipped,216,3814,42,90.8,2,1,0,29,1,2022,0,1,0,22,35.4,0,0,0,0,1,0,0
36052040,1,flipped,79,1821,11,165.5,2,2,0,28,1,2022,0,0,1,0,7.1,0,0,0,0,0,0,0
36052036,1,flipped,56,1294,10,129.4,3,1,0,12,1,2022,0,0,0,3,13.9,0,0,0,0,0,0,0
36052033,1,flipped,101,1501,15,100.1,3,3,0,25,1,2022,1,0,0,1,8.7,0,0,0,0,0,0,0
36052030,1,flipped,122,2155,18,119.7,8,3,0,24,1,2022,0,1,4,1,11.1,0,0,0,0,1,1,0
36051936,1,flipped,97,2378,36,66.1,5,2,0,26,1,2022,0,0,1,5,55.5,0,0,0,0,1,0,0
36051934,1,flipped,97,1315,9,146.1,7,4,0,32,1,2022,0,1,0,1,4.6,0,0,0,0,0,0,0
36051928,1,flipped,101,811,4,202.8,2,1,0,15,1,2022,0,4,0,0,2.5,0,0,0,0,0,0,0
36051926,1,flipped,115,1065,5,213.0,4,1,0,26,1,2022,0,1,0,0,15.0,0,0,0,1,0,0,0
36051925,1,flipped,114,1678,8,209.8,5,5,0,23,1,2022,0,0,0,0,5.4,0,0,0,0,0,0,0
36051924,1,flipped,114,857,4,214.2,4,2,0,13,1,2022,0,0,0,0,11.7,0,0,0,0,0,0,0
36051922,1,flipped,117,1855,25,74.2,6,1,0,30,1,2022,0,0,1,3,29.6,0,0,0,0,0,0,0
36051921,1,flipped,83,1002,7,143.1,3,1,0,25,1,2022,0,2,0,1,8.0,0,1,0,0,0,0,0
36051820,1,flipped,95,1440,10,144.0,6,3,0,32,1,2022,1,0,0,1,23.6,0,0,0,0,0,0,0
36051741,1,flipped,62,1521,9,169.0,3,2,0,20,1,2022,1,0,3,0,0.0,0,0,0,0,0,0,1
36051693,1,flipped,130,1676,12,139.7,5,3,0,39,1,2022,1,0,4,1,32.2,0,0,0,0,0,0,0
36051497,1,flipped,163,2304,21,109.7,3,3,0,21,1,2022,0,0,0,4,16.9,0,0,0,0,1,0,0
36051495,1,flipped,115,1436,10,143.6,3,1,0,26,1,2022,0,0,1,2,73.8,0,0,0,0,0,0,0
36051494,1,flipped,117,1807,12,150.6,8,6,0,49,1,2022,0,0,1,1,6.1,0,0,0,0,0,1,0
36051485,1,flipped,105,1079,7,154.1,4,2,0,35,1,2022,0,0,0,1,13.0,0,0,0,0,1,0,0
36051484,1,flipped,152,2305,18,128.1,4,3,0,49,1,2022,0,0,0,4,12.6,0,0,0,0,0,0,0
36051481,1,flipped,97,1932,35,55.2,8,1,0,22,1,2022,0,0,1,3,40.4,0,0,0,1,0,0,0
36051480,1,flipped,76,1511,8,188.9,9,8,0,34,1,2022,2,2,1,2,7.9,0,0,0,0,0,0,0
36051478,1,flipped,76,1560,9,173.3,2,2,0,25,1,2022,0,0,1,0,1.3,0,0,0,0,0,0,0
36051477,1,flipped,161,1442,19,75.9,14,11,0,41,1,2022,4,0,1,2,31.2,0,0,0,0,0,0,0
36051476,1,flipped,122,1108,8,138.5,3,3,0,11,1,2022,0,0,1,1,0.0,0,0,0,0,0,0,0
36051256,1,flipped,118,883,4,220.8,2,1,0,21,1,2022,0,0,0,2,0.0,0,0,0,0,1,0,0
36051255,1,flipped,84,1018,17,59.9,1,1,0,28,1,2022,0,0,0,0,37.3,1,0,0,0,0,0,0
36051091,1,flipped,139,2100,20,105.0,1,2,0,31,1,2022,4,0,0,3,10.0,1,0,0,0,0,0,0
36048396,1,flipped,164,2074,12,172.8,2,2,0,33,1,2023,0,1,0,0,3.9,0,0,0,0,0,0,0
36046780,1,flipped,102,1153,9,128.1,4,2,0,49,1,2022,0,0,3,1,15.6,0,0,0,0,0,0,1
36046462,1,flipped,106,1590,12,132.5,13,7,0,22,1,2022,0,1,2,1,0.0,0,0,0,0,0,0,0
36046460,1,flipped,114,1653,13,127.2,3,2,0,27,1,2022,0,0,1,1,15.7,0,0,0,0,0,0,0
36046458,1,flipped,117,2421,19,127.4,2,2,0,40,1,2022,0,0,0,15,22.3,0,0,0,0,0,0,0
36046456,1,flipped,120,1648,15,109.9,6,3,0,30,1,2022,0,2,1,1,11.5,0,0,0,0,0,0,0
36046454,1,flipped,86,1279,15,85.3,7,7,0,31,1,2022,0,0,3,0,3.1,0,0,0,0,0,0,0
36046453,1,flipped,120,1787,22,81.2,11,12,0,29,1,2022,0,1,2,1,20.7,0,0,0,0,0,1,0
36046452,1,flipped,138,2312,22,105.1,5,1,0,33,1,2022,0,1,1,8,15.1,0,0,0,0,0,0,0
36046451,1,flipped,132,1652,14,118.0,3,3,0,29,1,2022,0,0,1,4,14.5,0,0,0,0,0,0,0
36046448,1,flipped,149,1144,9,127.1,5,2,0,27,1,2022,0,0,1,0,3.5,0,1,0,0,0,0,0
36046445,1,flipped,136,1680,14,120.0,14,13,0,27,1,2022,0,0,1,0,25.0,0,0,0,0,0,0,0
36046444,1,flipped,77,894,6,149.0,6,6,0,22,1,2022,0,0,0,0,8.9,0,0,0,0,0,0,0
36046443,1,flipped,159,3918,56,70.0,4,1,0,46,1,2022,5,0,0,10,32.4,0,0,0,1,1,0,0
36046442,1,flipped,138,1476,5,295.2,4,2,0,24,1,2022,0,2,3,0,0.0,0,0,0,0,0,0,0
36046441,1,flipped,116,1785,12,148.8,7,7,0,27,1,2022,1,1,2,0,2.8,0,0,0,0,0,0,0
36046439,1,flipped,151,1797,10,179.7,4,2,0,59,1,2022,1,1,5,0,13.9,0,0,0,0,0,0,0
36046438,1,flipped,111,1912,18,106.2,2,1,0,30,1,2022,0,0,0,0,17.3,0,0,0,0,0,0,0
36046376,1,flipped,90,1711,10,171.1,3,2,0,39,1,2022,0,0,1,1,2.9,0,0,0,0,0,0,1
36046367,1,flipped,108,2006,16,125.4,6,3,0,26,1,2022,1,1,0,4,19.4,0,0,0,0,1,0,0
36046084,1,flipped,99,1339,12,111.6,2,2,0,21,1,2022,0,0,0,0,11.2,0,0,0,0,0,0,0
36046083,1,flipped,122,1447,14,103.4,2,2,0,20,1,2022,0,0,0,0,11.7,0,0,0,0,0,0,0
36046081,1,flipped,112,1455,9,161.7,4,2,0,37,1,2022,1,0,0,0,8.2,0,0,0,0,0,0,0
36046079,1,flipped,90,1425,8,178.1,2,1,0,21,1,2022,0,2,1,1,1.4,0,0,0,0,0,0,0
36046078,1,flipped,126,2163,14,154.5,1,1,0,21,1,2022,0,2,0,0,0.0,1,0,0,0,0,0,0
36046077,1,flipped,135,1797,6,299.5,1,1,0,24,1,2022,0,3,0,0,5.0,1,0,0,0,0,0,0
36046075,1,flipped,122,1465,10,146.5,4,4,0,20,1,2022,1,0,0,0,0.0,0,0,0,0,0,0,0
36046074,1,flipped,120,1535,18,85.3,1,1,0,20,1,2022,0,2,0,1,11.7,1,0,0,0,0,0,0
36046073,1,flipped,99,1569,13,120.7,1,1,0,20,1,2022,1,0,0,0,15.3,1,0,0,0,0,0,0
36046058,1,flipped,147,1842,26,70.8,5,2,0,28,1,2022,0,0,0,4,41.3,0,0,0,0,1,0,0
36046057,1,flipped,96,921,5,184.2,3,1,0,25,1,2022,0,1,0,0,0.0,0,0,0,0,0,0,0
36045996,1,flipped,146,1223,12,101.9,3,2,0,27,1,2022,0,0,0,1,11.4,0,1,1,0,0,0,1
36045995,1,flipped,154,1427,11,129.7,1,1,0,26,1,2022,0,0,0,0,0.0,1,0,0,0,0,0,0
36045991,1,flipped,89,1419,6,236.5,1,1,0,25,1,2022,1,2,0,0,0.0,1,0,0,0,0,0,0
36045989,1,flipped,119,1106,4,276.5,4,5,0,22,1,2022,0,1,0,0,0.0,0,0,0,0,0,0,0
36045981,1,flipped,97,840,8,105.0,2,2,0,22,1,2022,0,1,0,0,22.6,0,0,0,0,0,0,0
36045980,1,flipped,94,1819,14,129.9,4,1,0,20,1,2022,0,1,0,1,3.8,0,0,0,0,0,0,0
36045979,1,flipped,78,1392,14,99.4,8,7,0,50,1,2022,0,1,0,0,16.5,0,0,0,0,0,0,0
36045975,1,flipped,94,1771,16,110.7,2,1,0,34,1,2022,1,0,0,0,13.6,0,0,0,0,0,0,0
36045971,1,flipped,83,1342,8,167.8,1,1,0,20,1,2022,0,2,1,0,0.0,1,0,0,0,0,0,0
36045970,1,flipped,120,2992,23,130.1,3,2,0,43,1,2022,0,2,0,21,11.7,0,0,0,0,0,0,0
36045964,1,flipped,99,1599,15,106.6,2,2,0,41,1,2022,1,3,0,0,4.4,0,0,0,0,0,0,0
36045958,1,flipped,94,1314,6,219.0,2,1,0,28,1,2022,0,2,0,0,2.3,0,0,0,0,0,0,0
36045956,1,flipped,102,1598,13,122.9,2,4,0,26,1,2022,0,0,0,0,11.9,0,0,0,0,0,0,0
36045948,1,flipped,152,1433,9,159.2,5,1,0,23,1,2022,0,2,0,2,9.1,0,0,0,0,1,0,0
36045947,1,flipped,177,2023,15,134.9,4,5,0,17,1,2022,0,0,0,7,4.4,0,0,0,0,0,0,0
36045946,1,flipped,80,1848,13,142.2,2,1,0,30,1,2022,1,1,0,0,0.0,0,0,0,0,0,0,0
36045666,1,flipped,108,1466,11,133.3,4,1,0,33,1,2022,0,1,7,0,19.8,0,0,0,0,0,0,0
36045665,1,flipped,122,1214,13,93.4,5,1,0,43,1,2022,0,0,1,0,30.5,0,0,0,0,0,1,0
36045658,1,flipped,232,762,4,190.5,7,3,0,22,1,2022,0,0,1,0,0.0,0,0,0,0,0,0,0
36043149,1,flipped,88,1742,22,79.2,3,1,0,25,1,2022,0,0,0,3,27.0,0,0,0,0,0,0,0
36043146,1,flipped,124,755,3,251.7,7,2,0,28,1,2022,0,1,0,0,1.3,0,0,0,0,0,0,0
36043145,1,flipped,84,1369,7,195.6,3,2,0,25,1,2022,0,0,1,0,0.0,0,0,0,0,1,0,0
36043143,1,flipped,153,1108,7,158.3,5,2,0,25,1,2022,0,1,1,0,25.3,0,0,0,0,1,0,0
36042982,1,flipped,93,1542,15,102.8,2,1,0,28,1,2022,0,0,0,0,18.2,0,0,0,0,0,0,0
36042981,1,flipped,121,1669,6,278.2,2,1,0,22,1,2022,0,1,0,3,3.0,0,0,0,0,1,0,0
36042681,1,flipped,80,1825,35,52.1,3,2,0,31,1,2022,0,1,2,2,54.8,0,1,0,0,0,0,1
36042648,1,flipped,94,2034,40,50.9,2,1,0,24,1,2022,0,1,4,3,43.8,0,1,0,0,0,0,0
36039649,1,flipped,95,1655,11,150.5,4,2,0,27,1,2022,0,1,1,1,9.1,0,0,0,0,0,1,0
36039344,1,flipped,111,1596,11,145.1,6,6,0,65,1,2022,1,0,3,0,6.9,0,0,0,0,0,0,0
36039087,1,flipped,113,2074,16,129.6,8,3,0,61,1,2022,1,1,4,1,6.8,0,0,0,0,0,0,0
36039056,1,flipped,121,1220,8,152.5,6,5,0,35,1,2022,0,3,5,0,14.8,0,0,0,0,0,0,0
36038606,1,flipped,116,1552,13,119.4,11,12,0,65,1,2022,0,2,0,0,0.6,0,0,0,0,0,0,0
36035856,1,flipped,117,1129,11,102.6,2,2,0,25,1,2022,0,2,0,0,10.6,0,0,0,0,0,0,0
36035854,1,flipped,83,1505,8,188.1,3,4,0,25,1,2022,1,1,0,0,4.7,0,0,0,0,0,0,0
36035853,1,flipped,55,653,4,163.2,1,1,0,22,1,2022,0,0,1,1,0.0,1,0,0,0,0,0,0
36035852,1,flipped,138,713,6,118.8,2,1,0,23,1,2022,0,0,0,0,0.0,0,0,0,0,0,0,0
36035847,1,flipped,120,1716,12,143.0,1,1,0,29,1,2022,1,0,0,0,5.8,1,0,0,0,0,0,0
36035845,1,flipped,97,1279,7,182.7,1,1,0,22,1,2022,0,1,0,0,4.7,1,0,0,0,0,0,0
36035837,1,flipped,83,1272,2,636.0,2,2,0,25,1,2022,1,1,0,0,0.0,0,0,0,0,0,0,0
36035836,1,flipped,118,1418,8,177.2,3,1,0,26,1,2022,0,1,0,2,6.3,0,0,0,0,0,0,0
36035833,1,flipped,82,1083,6,180.5,1,1,0,27,1,2022,0,1,0,0,0.0,1,0,0,0,0,0,0
36035828,1,flipped,120,1687,8,210.9,2,2,0,27,1,2022,1,1,0,0,0.0,0,0,0,0,0,0,0
36035826,1,flipped,84,2039,14,145.6,4,4,0,34,1,2022,1,1,3,1,1.0,0,0,0,0,0,0,0
36035825,1,flipped,152,1720,24,71.7,5,1,0,24,1,2022,0,1,2,7,37.8,0,1,0,0,1,0,1
36035824,1,flipped,110,1499,6,249.8,1,1,0,27,1,2022,0,0,0,0,6.7,1,0,0,0,0,0,0
36035822,1,flipped,121,2114,13,162.6,7,5,0,64,1,2022,2,0,1,0,0.5,0,0,0,0,0,0,0
36035821,1,flipped,87,1241,5,248.2,2,2,0,26,1,2022,0,0,0,1,1.6,0,0,0,0,0,0,0
36035820,1,flipped,105,2182,16,136.4,2,2,0,35,1,2022,0,2,0,0,0.9,0,0,0,0,0,0,0
36035816,1,flipped,72,992,5,198.4,3,2,0,15,1,2022,0,3,0,0,0.0,0,0,0,0,0,0,0
36035305,1,flipped,140,1217,8,152.1,6,3,0,49,1,2022,0,0,2,1,12.3,0,0,0,0,0,0,0
36035304,1,flipped,102,1154,10,115.4,7,1,0,20,1,2022,0,0,1,2,2.6,0,0,0,0,0,0,0
36035303,1,flipped,199,1746,11,158.7,3,1,0,38,1,2022,0,0,0,3,14.9,0,0,0,0,0,0,0
36035300,1,flipped,92,2141,22,97.3,3,1,0,37,1,2022,0,0,0,6,16.8,0,1,1,0,1,0,0
36035298,1,flipped,111,1304,8,163.0,2,2,0,30,1,2022,0,2,0,0,5.4,0,0,0,0,0,0,0
36035295,1,flipped,87,689,4,172.2,9,3,0,66,1,2022,0,0,0,0,1.5,0,0,0,0,0,0,1
36035293,1,flipped,157,1462,10,146.2,3,2,0,20,1,2022,0,2,1,5,15.0,0,0,0,0,0,0,0
36035292,1,flipped,67,1143,9,127.0,1,1,0,20,1,2022,0,3,0,1,14.9,1,0,0,0,0,0,0
36035291,1,flipped,128,2286,17,134.5,5,2,0,49,1,2022,1,1,0,1,5.7,0,0,0,0,0,0,0
36035290,1,flipped,108,2089,23,90.8,6,1,0,28,1,2022,0,0,0,10,20.6,0,0,0,0,0,0,0
36035289,1,flipped,98,1374,19,72.3,9,6,0,41,1,2022,0,0,1,0,18.9,0,0,0,0,0,0,0
36035287,1,flipped,123,1632,14,116.6,3,4,0,34,1,2022,0,0,0,0,57.6,0,0,0,0,0,0,0
36035286,1,flipped,134,1355,6,225.8,8,1,0,21,1,2022,0,1,1,1,11.1,0,0,0,0,0,0,0
36035282,1,flipped,103,3129,58,53.9,6,1,0,35,1,2022,0,0,1,13,68.7,0,0,0,0,1,0,0
36035281,1,flipped,91,1686,9,187.3,5,2,0,24,1,2022,0,0,0,1,19.6,0,0,0,0,0,0,0
36035278,1,flipped,120,1365,40,34.1,7,3,0,52,1,2022,0,0,2,1,107.0,0,1,0,0,1,0,1
36035277,1,flipped,84,1823,19,95.9,4,3,0,36,1,2022,0,2,0,3,28.0,0,0,0,0,1,0,0
36035276,1,flipped,153,2765,54,51.2,1,1,0,24,1,2022,0,2,0,9,62.2,1,1,1,0,0,0,0
36035275,1,flipped,132,1491,30,49.7,3,1,0,39,1,2022,0,0,0,6,65.7,0,1,0,0,1,0,1
36035225,1,flipped,162,1649,22,75.0,10,7,0,42,1,2022,0,3,0,0,38.8,0,0,0,0,1,0,0
36035223,1,flipped,112,2050,20,102.5,8,1,0,39,1,2022,0,0,5,0,7.8,0,0,0,0,0,0,0
36035207,1,flipped,87,1579,11,143.5,12,1,0,31,1,2022,1,0,0,2,12.0,0,0,0,0,0,0,0
36035206,1,flipped,132,1493,10,149.3,16,7,0,57,1,2022,0,0,2,0,17.4,0,0,0,0,0,0,0
36034968,1,flipped,157,1924,19,101.3,5,2,0,32,1,2022,0,1,0,8,21.8,0,0,0,0,0,0,0
36034967,1,flipped,112,1538,12,128.2,4,2,0,27,1,2022,0,1,1,5,14.3,0,0,0,0,0,0,0
36034965,1,flipped,141,2536,20,126.8,5,2,0,35,1,2022,0,3,1,1,33.5,0,0,0,0,0,0,0
36034964,1,flipped,166,1465,9,162.8,6,1,0,12,1,2022,0,1,0,2,14.3,0,0,0,0,0,0,0
36034963,1,flipped,144,1002,7,143.1,5,2,0,24,1,2022,0,1,0,0,9.0,0,0,0,1,1,0,0
36034962,1,flipped,164,1585,9,176.1,3,2,0,25,1,2022,0,1,0,2,9.5,0,0,1,0,1,0,0
36034961,1,flipped,181,1784,11,162.2,3,2,0,19,1,2022,0,1,1,1,11.8,0,0,0,0,0,0,0
36034960,1,flipped,112,1513,11,137.5,7,3,0,30,1,2022,0,0,1,0,39.7,0,0,0,0,0,1,0
36034953,1,flipped,90,3045,22,138.4,7,1,0,40,1,2022,0,0,0,11,16.7,0,0,0,0,0,0,0
